file_size,csv_mean,xlsx_mean,avro_mean,parquet_mean
512KB,0.06033154470000024,3.487716806000003,0.22379918040498978,0.07717788341700028
1MB,0.09254447311300018,7.089329317199997,0.46585610151800755,0.07830784700600006
5MB,0.3404427870040022,33.18875616829998,2.159900466231939,0.11190221658900244
10MB,0.5920888059620011,63.12109760600001,4.289765946713022,0.15259518922800067
15MB,0.841542936286998,93.60202110639996,6.576197541764011,0.17832681785800422
20MB,1.2019039041169945,129.94496007539996,9.7962609956901,0.21040801019399397
aggregated(v3-latest),1.5917934143329913,171.7802453078,13.254641584109812,0.24712418235299718
