aggregated_512KB,aggregated_1MB,aggregated_5MB,aggregated_10MB,aggregated_15MB,aggregated_20MB,aggregated
1.0176820299984684,0.47577478800121753,0.731438483000602,0.497621202001028,0.5271692940004868,0.5085142799998721,0.4885874169995077
0.48835567599962815,0.4720741929995711,0.7135294559993781,0.47242581299906306,0.5139822959990852,0.48910737599908316,0.4850284570002259
0.48239474999900267,0.4659425689987984,0.720834157000354,0.4940707910009223,0.50523345900001,0.491892853000536,0.4713596229994437
0.4784630560006917,0.4734667160009849,0.7074050319988601,0.477882781999142,0.5184306669998477,0.49052554899935785,0.47203297700070834
0.4780151780014421,0.47364466299950436,0.6975334309991013,0.4758769360014412,0.5253806660002738,0.48505238899997494,0.4664970819994778
0.4843888630002766,0.4838126149988966,0.5002814250001393,0.4888343189995794,0.5088205539996125,0.48806566199891677,0.47221953999905963
0.4757767800001602,0.48371652999958314,0.46999040500122646,0.4758528499987733,0.5006558649984072,0.4921204549991671,0.46259055100017576
0.4787696919993323,0.4864859460012667,0.48194552099994326,0.479146165000202,0.5159853130007832,0.49928784299845574,0.4672318449993327
0.46940016099870263,0.479330698000922,0.4690081860007922,0.4689345759998105,0.49942180900143285,0.4857247589989129,0.46596339200004877
0.7420228640003188,0.48041713900056493,0.5007895359995018,0.4725968279999506,0.5023155709986895,0.47706862799896044,0.4864815960008855
0.9226090259999182,0.4724025010000332,0.488696805001382,0.48919319700144115,0.48449010900003486,0.5042755499998748,0.49336057800064737
0.4824669500012533,0.47798457499993674,0.47819889599850285,0.49635186300110945,0.4989017669995519,0.4879544340001303,0.4831655900015903
0.5018056820008496,0.4760845959990547,0.4755362949999835,0.4775682950003102,0.5029448539989971,0.4996373489993857,0.4849252369986061
0.47590340099850437,0.481934180999815,0.482782226999916,0.47579061099895625,0.5237785999997868,0.4781758720000653,0.48494910199951846
0.49474785500024154,0.4735226090015203,0.4625189420003153,0.4667755680002301,0.48772300599921437,0.4936935089990584,0.47581530699972063
0.5023472600005334,0.46828489099971193,0.47591280800043023,0.4734098270000686,0.5122694720012078,0.46881234099964786,0.48111895299916796
0.7315634010010399,0.4842513299990969,0.4634159619999991,0.4784657010004594,0.49799920300029044,0.4947069579993695,0.48563101399849984
0.71135440100079,0.4819660279990785,0.4740197020000778,0.4705430560006789,0.5197015779995127,0.47593131000030553,0.4681103470011294
0.7401486769995245,0.4854157200006739,0.47406550100095046,0.46405046099971514,0.4951609549989371,0.4821480119990156,0.4750865759997396
0.7452910930005601,0.48011628099993686,0.4769917670000723,0.48106478299996525,0.5218951699989702,0.48356458300077065,0.46713667000040004
0.7115396970002621,0.48519579599997087,0.49843194900131493,0.46461162300147407,0.49839320999853953,0.49013891499998863,0.47239589099990553
0.5667748819996632,0.46999049599980935,0.4736013849997107,0.4691133209998952,0.5401632029988832,0.4818231420013035,0.4763856230001693
0.48630187699927774,0.47587379300057364,0.47517123600118794,0.4802206539989129,0.5275711300000694,0.48892827999952715,0.4792246790002537
0.47027158200035046,0.47157656799936376,0.46681848200023524,0.4697143240009609,0.5327003439997497,0.48008432899951003,0.46779586100092274
0.49097562600036326,0.48817558900009317,0.4840212099989003,0.4846225220007909,0.5090320179988339,0.4817816689992469,0.4756372020001436
0.4774900920001528,0.4727756199990836,0.468719656999383,0.4619133319993125,0.5165343979988393,0.48809197900118306,0.47038299499945424
0.47856441300064034,0.4778782339999452,0.4807696100015164,0.4815662870005326,0.5704584909999539,0.489280626999971,0.4749988459989254
0.4779572690003988,0.4623860790015897,0.46357754499877046,0.4736281969999254,0.5196779710004193,0.48239636099970085,0.477022388999103
