aggregated_512KB,aggregated_1MB,aggregated_5MB,aggregated_10MB,aggregated_15MB,aggregated_20MB,aggregated
0.0633105019999789,0.09545884800002113,0.3715111330000127,0.621324654000091,0.8750702590000401,1.1655129130003843,1.537513491000027
0.06096052700002019,0.0924124699999993,0.3846765050000158,0.585746939000046,0.9320035379998899,1.1281923900000947,1.5854340729993055
0.06258660199995347,0.09076250999999047,0.3599453379999886,0.596336552999901,0.966541288000144,1.2131906210001944,1.5506190309997692
0.07455445099998315,0.09148787600003061,0.3431610009999986,0.5946449069999744,0.8445534049999424,1.2282726600001297,1.5503997779997007
0.05902365499997586,0.08942583099997137,0.3771340290001035,0.571907149000026,0.9304078229999959,1.218857652999759,1.5776525769997534
0.0578722300000436,0.08812598299999763,0.3623132300000407,0.5827689170000667,0.8543409859998974,1.2359039180000764,1.55919775700022
0.057990818000007494,0.08830174100000932,0.3724637039999834,0.5764355010001054,0.8530161580001732,1.22314502800009,1.559382710999671
0.057653162999997676,0.0877747300000351,0.3665649829999893,0.5770766529999491,0.8823453869999867,1.2122346350001862,1.5495517420004035
0.05775240799999892,0.09124809200000072,0.3647872860000234,0.5750811030000023,0.8306044549999569,1.225690966000002,1.6026235580002322
0.061432138999975905,0.08536771099994667,0.3776059169999826,0.5851119120000021,0.9363433180001266,1.2181820289997631,2.2704221590001907
0.05731033799997931,0.08604157000002033,0.3600546459999805,0.5707715109999754,0.8343889850000323,1.163063462000082,2.037922155999695
0.0621128270000213,0.09029284299998608,0.3596096019999777,0.6045546630000445,0.8361525880000045,1.213358583000172,1.5616262469993671
0.057508430999973825,0.1022983560000057,0.3662454689999777,0.5841863040000135,0.9139456529999279,1.2498917190000611,1.5546109229999274
0.05721740100000261,0.08814896999996336,0.3526084200000241,0.5945395490000465,0.898816676000024,1.2155717370001184,1.565102786999887
0.06919909599997709,0.09596106800000825,0.35700657799998226,0.5889052180000363,0.9594224539998777,1.1546382609999455,1.5530745320002097
0.06278422000002593,0.08938030899997784,0.3654824530000269,0.5834039610001582,0.9013175459999729,1.1985582320003232,1.59952837200035
0.05805101599997897,0.08776159899997538,0.35364821000007396,0.5890249110000241,0.829926253999929,1.2403538559997287,1.6013942439994935
0.057076864000009664,0.09214385000001357,0.3582271730000457,0.5880161290001524,0.9177859709998302,1.2053696500001934,1.6063215410003977
0.06320549600002323,0.09038925299995526,0.39364272900002106,0.5839983580001444,0.921961151000005,1.2079345219999595,1.588837116999457
0.06415684000000965,0.11556461799995077,0.35106914100003905,0.5818262679999862,0.9073551090000365,1.2213831849999224,1.5808500659995843
0.06712933300002533,0.08627743099998497,0.3533612709999261,0.5939781850001964,0.9331384699999035,1.2188158119997752,1.5728665279993947
0.062270446000013635,0.08605154900004663,0.359379534000027,0.601914502999989,0.9044707860000472,1.2252397100000962,1.5648913770000945
0.05625673200000847,0.09018364299998893,0.3498465699999542,0.5881706180000492,0.9257885109998369,1.2020767779999915,1.5686418889999914
0.05506525100003046,0.09702797200003488,0.3700345769999558,0.5801149489998352,0.8955392240000037,1.2321453829999882,1.587495587000376
0.05508157700000993,0.09326097600001049,0.356518522999977,0.5915793920000851,0.9069515939997927,1.2122517449997758,1.5567002549996687
0.05693198000000166,0.0865591889999564,0.3518834799999695,0.5796132610000768,0.9472113670001363,1.2201972870002464,1.5526103760003025
0.057045919000017875,0.08557682400004296,0.38618958400002157,0.6003683599999476,0.9400452849999965,1.2092714730001717,1.5850818119997712
0.05708705799997915,0.09025915900002701,0.3510437300000149,0.5802931000000626,0.9316885760001696,1.2238169709999056,1.5519992770005047
0.05485733000000437,0.08819569800004956,0.3679299880000144,0.6082055519998448,0.9425566139998409,1.221394500000315,1.5534956479996254
0.05750326899999436,0.10023828099997445,0.3609836190000806,0.5789164320001419,0.9133937879998939,1.2356814499999018,1.5401267629995345
0.06957231899997396,0.08564162400000441,0.3515214610000612,0.5906236649998391,0.9168710579999697,1.2028523049998512,1.5675097710000045
0.05735347699999238,0.08620205800002623,0.35748905100001593,0.5861322430000655,0.9489663990000281,1.213480030000028,1.5524983400000565
0.05793267600000718,0.08949296100001902,0.3673941859999559,0.5776414839999688,0.9035088549999273,1.2053556189998744,1.5703835369995431
0.06100435299998708,0.08947757699996828,0.3527721630000542,0.5851457690000643,0.9209564630000386,1.2222017359999882,1.563526579999234
0.05574796899998091,0.10269074999996519,0.3584157250000999,0.5835826120001002,0.8956390800001373,1.2195471159998306,1.5680435530002796
0.05692748799998526,0.12615165300002218,0.36080661599999075,0.5951195190000362,0.9236334710001302,1.2439273600002707,1.564547310999842
0.06043845499999634,0.08978060800001231,0.3787967260000187,0.5731982219999736,0.9272244809999393,1.1998840490000475,1.5452221709992955
0.06041463700000804,0.0881210919999944,0.3735550760000024,0.5793918019999182,0.9508563389999836,1.2251952060000804,1.5793870070001503
0.05938415099996064,0.09297563100000161,0.3579629370000248,0.5977388539999993,0.9357990389999031,1.2378819529999419,1.545405521000248
0.05667083800000228,0.09326366600004121,0.35172415800002454,0.5782786090001082,0.8935406670000248,1.2164049680000062,1.5509038949994647
0.056972253000026285,0.0875982009999916,0.3572486690000005,0.5847765899998194,0.9106942290000006,1.2119761300000391,1.5373541179997119
0.056653807000031975,0.08813843400002952,0.3510469860000285,0.5753963899999235,0.9167156209998666,1.2172287890002735,1.540314214999853
0.058152704999997695,0.08384826499997189,0.35203946199999336,0.5926292330000251,0.9060971100000188,1.212114706000193,1.5582200650005689
0.05705286199997772,0.0863309360000244,0.3656719000000521,0.5751320879999184,0.8928606350000337,1.2457835440000053,1.6039755849997164
0.05808856400000195,0.0889436260000025,0.35590679800009184,0.5906445149998945,0.9057622100001481,1.2143274959998962,1.5720997660000648
0.06601568100001032,0.09501264300001822,0.3544616290000704,0.5873718520001603,0.8994192279999424,1.162724412999978,1.5597219150004094
0.05836290799999233,0.0883509039999808,0.3742255680000426,0.6067753730001186,0.9244294709999394,1.1738682130003326,1.5406714129994725
0.06279325200000585,0.09532033099998216,0.3533252759999641,0.5855924279999272,0.911179833999995,1.163330465999934,1.560424965000493
0.05760490700004084,0.087934563000033,0.3580193520000421,0.5738219319998734,0.928676423999832,1.2490272820000428,1.5432908029997634
0.05960583600000291,0.08474690799999962,0.36273255300000073,0.5882276279999132,0.9094124499999907,1.2164373360001264,1.5486801449997074
0.06455983500001139,0.08733830200003467,0.3546186940000098,0.5748683449999135,0.8925109819999761,1.2332365900001605,1.5793639220000841
0.05692976500000668,0.08664184099995964,0.3556203059999916,0.5882600150000599,0.9158146739998756,1.223674967000079,1.5833550010002
0.06382920999999442,0.08393647999997711,0.360143192999999,0.5849393710000186,0.9003424970001106,1.2220179890000509,1.5561651730004087
0.05854490799998757,0.08419223099997453,0.36551026300003286,0.576788075000195,0.8955241890000707,1.2149474679999912,1.5643196789997091
0.05695358700000952,0.09569269100001065,0.3509560979999833,0.5894839200000206,0.9261623319998762,1.2263641939998706,1.577527115000521
0.07532731600002762,0.08662171999998236,0.38397500300004594,0.5869769729999916,0.9430629329999647,1.2313300069999968,1.5670155660000091
0.05841939499998716,0.08556587700002183,0.3586967139999615,0.5994105439999657,0.9104800220000016,1.2179037030000472,1.5898933910002597
0.05647743000002947,0.1003950150000037,0.3568457500000477,0.574645387999908,0.9054841659999511,1.2174042429996916,1.592676675999428
0.061131209999985,0.092606112999988,0.3514494139999442,0.5899106480001137,0.9076563910000459,1.2262793180002518,1.5778741300000547
0.07548582699996587,0.08795998700003338,0.34978383299994675,0.5716099930000382,0.9150307160000466,1.2382932489999803,1.5479842249997091
0.06616070600000512,0.08664074099999652,0.3591462839999622,0.5727479070001209,0.9051427450001484,1.2171328680001352,1.5745673169994916
0.058016650000013215,0.0916723999999931,0.35522693300003993,0.585843296999883,0.9005815120001444,1.221004186999835,1.5751856090000729
0.059260354000002735,0.08730914700004178,0.34294709899995723,0.5810788490000505,0.9037619670000367,1.2195243579999442,1.5714752439998847
0.055980293999994046,0.08542915599997514,0.3560337779999827,0.6135641420000866,0.957907829000078,1.2139672280000013,1.5910118479996527
0.058690494999950715,0.08531275699999696,0.35587862300008055,0.6097439650000069,1.3449354130000302,1.1796823360000417,1.6123639420002291
0.06369564199997058,0.08619873600002848,0.36179030499999953,0.5966674989999774,1.3474273849999463,1.2298442579999573,1.5453635129997565
0.05919639600000437,0.08594187400001374,0.3656707399999277,0.5891083650001292,1.2236305220001213,1.2091541439999673,1.5624537849998887
0.06638024799997311,0.08822540800002798,0.35856279600000107,0.583814430999837,0.9402033290000418,1.2133207669999138,1.5649351570000363
0.061272358999985954,0.1023469040000009,0.35108533300001454,0.601020927000036,0.9222489740000128,1.2094493390000025,1.5408051189997423
0.06529096400004164,0.08546727999998893,0.36926080199998523,0.5783674300000712,0.9231430199999977,1.2297408389999873,1.539946594999492
0.0572485939999865,0.08458819499998071,0.3560894570000528,0.5876816560000862,0.9272153699998853,1.2247580680000283,1.570245917999273
0.06600282499999821,0.08527437799995141,0.36317178799993144,0.5785487719999765,0.9090260880000187,1.2183429720003005,1.5559144519993424
0.06253053300002875,0.09315085600002249,0.3687075200000436,0.585173505000057,0.9109271869999702,1.2427077220004321,1.5383561789994928
0.0574186290000398,0.08763349200000903,0.35665227599997706,0.5794347999999445,0.9465235689999645,1.2241095599997607,1.574682397000288
0.05933497000000898,0.09090080400000033,0.3530472390000341,0.59270476100005,0.9151990870000191,1.2308485739999924,1.561687630999586
0.06008522299998731,0.08410009300001775,0.36649898199993913,0.6018703699999151,0.9139023629998064,1.213780037000106,1.5531139020004048
0.056548694000014166,0.08542539100000113,0.3529302340000413,0.5869027980002102,0.9166662499999347,1.2157406050000645,1.5615650310001001
0.05730032299999266,0.08591626499998029,0.3475530919999983,0.5978231670001151,0.8361329039998964,1.214004070000101,1.5646350819997679
0.05583103100002518,0.08637761699998237,0.358318703000009,0.5872121410000091,0.9157484530001057,1.2290056890001324,1.5565684160001183
0.056619022999996105,0.08702226100001553,0.35366976299997077,0.5908963580000091,0.9179987530001199,1.2196848180001325,1.5495138770002086
